id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,year
5854sJjwVDk4GiXiV7sqz0,Love Walked In,8,189417,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-01-01,0.2,0.268,5,-12.013,1,0.032,0.915,0.0,0.0919,0.125,138.197,4,1957
6XmINg6PgO7cDnkYOXNLWz,Fabulous Character,1,163573,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-01-01,0.587,0.176,10,-11.203,1,0.0301,0.812,0.0,0.296,0.61,79.717,4,1957
6csYkx93f2kvk7P88n8GYE,He Loves And She Loves,5,209873,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-01-01,0.244,0.321,10,-11.174,1,0.0302,0.924,2.27e-06,0.0856,0.0801,95.2,3,1957
73QtaLCK6MRe9odCZXTMyT,C'est La Vie,2,156640,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-01-01,0.389,0.143,8,-12.713,1,0.0317,0.947,0.0,0.117,0.118,98.274,3,1957
7MSyjinKUBiyuZIDmjEgMN,Looking For A Boy,5,225734,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-01-01,0.193,0.297,0,-10.832,1,0.0305,0.915,0.0,0.152,0.093,86.161,3,1957
0AAcjG6nXhk5aPKuIoVipe,You Stepped Out of a Dream,3,166453,0,['Johnny Mathis'],['21LGsW7bziR4Ledx7WZ1Wf'],1957-07-08,0.234,0.292,2,-12.336,1,0.0347,0.873,0.000383,0.119,0.145,99.366,3,1957
0BSWWhpc2Diie4AkqCPUWs,"Poor Butterfly - Live At Mister Kelly's, Chicago/1957",7,284933,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.382,0.0639,5,-23.048,1,0.0453,0.971,0.000454,0.949,0.146,117.897,4,1957
0ax6z6fBhDmZ8Cf109gWUW,"How High The Moon - Live At Mister Kelly's, Chicago/1957",7,178533,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.64,0.454,10,-8.872,0,0.271,0.611,0.0,0.7,0.753,78.247,4,1957
0pcPpeZvzAVuEwT4kF9mYa,"Just A Gigolo - Live At Mister Kelly's, Chicago/1957",6,256173,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.49,0.087,6,-17.751,1,0.0434,0.904,3.06e-05,0.961,0.174,110.773,4,1957
1Z3tXDLS0QZvt9WMtRpUKB,"Honeysuckle Rose - Live At Mister Kelly's, Chicago/1957",7,217160,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.636,0.266,5,-12.265,0,0.143,0.692,1.42e-06,0.466,0.511,145.286,4,1957
20bB0bptCjNdqQR6tL6knD,Bidin My Time,8,183954,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-01-01,0.328,0.271,10,-11.005,1,0.0279,0.835,0.0,0.103,0.264,77.362,4,1957
2nOl6JVSRxZns6kWzHP13J,"Sometimes I'm Happy - Live At Mister Kelly's, Chicago/1957",6,119493,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.619,0.182,10,-11.355,0,0.0467,0.881,0.0,0.342,0.502,77.361,4,1957
2xUJDXJuJgnqKwAt9ePvQI,"It's Got To Be Love - Live At Mister Kelly's, Chicago/1957 / Take 1",8,151267,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.674,0.216,0,-14.107,0,0.313,0.831,0.0,0.388,0.595,122.034,4,1957
3MQnQuBsmwADnynrohTLn5,"If This Isn't Love - Live At Mister Kelly's, Chicago/1957",7,144627,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.39,0.185,7,-14.858,1,0.0678,0.895,0.0,0.901,0.546,184.85,4,1957
3WupUP5RJMuM518KBs0jU9,"Thou Swell - Live At Mister Kelly's, Chicago/1957",8,165040,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.571,0.252,10,-11.959,1,0.0709,0.769,0.0,0.437,0.554,115.583,4,1957
48J7V8sunifthh6bBM6uNM,"Lucky In Love - Live At Mister Kelly's, Chicago/1957",7,130133,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.643,0.113,5,-17.529,0,0.182,0.894,0.0,0.664,0.626,84.727,4,1957
4Tz5v9d6EmLUnXZ7k1NWwc,"Dancing In The Dark - Live At Mister Kelly's, Chicago/1957",9,216373,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.222,0.0677,10,-21.436,0,0.0485,0.978,0.000105,0.664,0.0462,66.252,4,1957
4izW4yg2256wzeNbRZaI4k,"Just One Of Those Things - Live At Mister Kelly's, Chicago/1957",7,193547,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.531,0.217,0,-11.292,0,0.149,0.749,0.0,0.679,0.476,89.343,4,1957
5pTMmK0MQTKYvi6C9nnFYJ,"Be Anything But Darling Be Mine - Live At Mister Kelly's, Chicago/1957",7,286227,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.404,0.0923,5,-17.131,0,0.0407,0.962,9.53e-06,0.607,0.142,122.602,4,1957
6vrLU80iV56AotzogmisRY,"Alone - Live At Mister Kelly's, Chicago/1957",7,316333,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.376,0.0709,5,-20.751,0,0.0384,0.974,0.0242,0.958,0.107,111.877,4,1957
7j2hK7HqnIyx6JYvCfijCy,My One And Only (What Am I Gonna Do?),9,197247,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-01-01,0.206,0.181,10,-13.026,1,0.0342,0.941,2.35e-05,0.273,0.129,78.24,4,1957
7k8j4q3MClJciLcMntp2Yb,"I Cover The Waterfront - Live At Mister Kelly's, Chicago/1957",8,247440,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.397,0.183,5,-21.311,0,0.0822,0.945,0.000176,0.896,0.198,116.508,4,1957
7wglYvKzeE2Lg33h45SIK1,"I'm Gonna Sit Right Down And Write Myself A Letter - Live At Mister Kelly's, Chicago/1957",9,193329,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.547,0.194,5,-12.225,1,0.0838,0.895,0.0,0.673,0.434,94.274,4,1957
7ztkn1vX9nVwCP2EHICWme,"Stairway To The Stars - Live At Mister Kelly's, Chicago/1957",7,305507,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-08-06,0.46,0.211,0,-17.541,1,0.109,0.892,3.65e-06,0.953,0.235,117.864,4,1957
47MPgvYrvfvMrUj5CjrZEb,Argentia,9,371440,0,"['Thelonious Monk', 'Clark Terry Quartet']",['4PDpGtF16XpqvXxsrFwQnN' '4DGl9y3bKun9n2xjyirMwF'],1958,0.534,0.199,10,-17.248,1,0.0407,0.693,0.0228,0.174,0.49,152.865,4,1958
0HIpp5PLsRzVtOb3agnEwB,Stompy Jones (Live 1958),2,256333,0,['Duke Ellington'],['4F7Q5NV6h5TSwCainz8S5A'],1958,0.497,0.576,8,-7.71,1,0.461,0.644,0.000131,0.922,0.887,177.606,4,1958
4HSdn0V5wmfy4iQE7vxv2K,"You'd Be So Nice to Come Home To - From the 20th Century-Fox Film, ""Something to Shout About""",2,132360,0,['Johnny Mathis'],['21LGsW7bziR4Ledx7WZ1Wf'],1958-07-28,0.46,0.525,9,-7.972,0,0.0412,0.782,0.0,0.288,0.679,80.739,4,1958
45Uaw598eDqXfTh7iyNSqv,"Whatever Will Be, Will Be (Que Sera, Sera)",3,123627,0,['Doris Day'],['3ESG6pj6a0LvUKklENalT6'],1958-11-03,0.373,0.278,9,-14.837,1,0.0338,0.882,0.0,0.728,0.805,177.355,4,1958
782auPTig1lm0cOaa0OZ5p,There Never Was A Baby Like My Baby,9,168307,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1959-01-01,0.551,0.177,9,-10.359,0,0.042,0.791,0.0,0.54,0.522,113.109,4,1959
2GUnMDo3ux9qv7EQpY9IqH,Eleven Four,4,171933,0,['The Dave Brubeck Quartet'],['4iRZAbYvBqnxrbs6K25aJ7'],1959,0.497,0.406,8,-11.247,1,0.0371,0.721,3.68e-06,0.233,0.813,101.94,5,1959
5T4lX4FSGDAJTbGeZd3x4H,'Round Midnight (feat. John Coltrane),6,354773,0,"['Miles Davis', 'John Coltrane']",['0kbYTNQb4Pb1rPbbaF0pT4' '2hGh5VOeeqimQFxqXvfCUf'],1959-08-18,0.497,0.19,10,-11.123,0,0.0451,0.783,0.000622,0.162,0.198,113.156,4,1959
5YXsSBAIWymzybfM9ZYJQ8,Two Bass Hit - alternate take,4,269693,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1959-08-18,0.463,0.781,1,-4.968,1,0.155,0.429,0.0217,0.609,0.686,72.443,4,1959
7ufN3BIJQLiPIApEqDejeK,"Sweet Sue, Just You - false start with discussion by Leonard Bernstein & Miles Davis",4,116307,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1959-08-18,0.456,0.0759,10,-20.9,0,0.608,0.492,0.0,0.301,0.432,73.327,4,1959
2bB8AvtWly8uwr5ZtciTAD,Ghana,6,278347,0,['Quincy Jones'],['3rxIQc9kWT6Ueg4BhnOwRK'],1959-01-01,0.564,0.194,5,-13.881,0,0.0339,0.711,0.223,0.205,0.428,107.906,4,1959
0AIhD0llZhXePFGfdKOlax,All of You,7,420533,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1959-08-18,0.656,0.271,0,-10.353,0,0.0413,0.426,6.52e-05,0.277,0.559,82.449,4,1959
0VTNCPmoA6sFtojzI1DFe0,"Sweet Sue, Just You - alternate take",4,209173,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1959-08-18,0.451,0.414,9,-8.289,0,0.04,0.639,0.0709,0.0983,0.434,171.613,4,1959
2ZQOokJ7qi7ugJYkWZ9U90,"Sweet Sue, Just You",5,218760,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1959-08-18,0.455,0.406,0,-8.223,1,0.0468,0.649,0.0586,0.0948,0.383,169.832,4,1959
3dc5niLnW8Rmo9qQ8d1nP7,All of You - alternate take,5,448733,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1959-08-18,0.653,0.251,8,-11.239,1,0.0416,0.517,7.33e-05,0.26,0.495,82.118,4,1959
6VGl0wPy670wZQzJdfDR48,Dear Old Stockholm - alternate take,6,399427,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1959-08-18,0.617,0.32,7,-12.087,1,0.0809,0.53,0.00379,0.115,0.347,94.77,4,1959
78tWdo3gt1Bi30kdWUSu1J,"Sweet Sue, Just You - first version",5,261040,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1959-08-18,0.646,0.323,7,-7.633,0,0.0439,0.675,1.43e-06,0.232,0.462,80.173,4,1959
7dvw0O6JYgJdzM6atK49qO,Short'nin' Bread - Live,10,147467,0,['The Dave Brubeck Quartet'],['4iRZAbYvBqnxrbs6K25aJ7'],1959,0.492,0.405,5,-19.385,1,0.0373,0.625,0.761,0.0818,0.514,124.366,4,1959
013iX98xIFwMjeCYDyskm1,What Is This Thing Called Love? - Live,3,722040,0,"['Miles Davis', 'John Coltrane']",['0kbYTNQb4Pb1rPbbaF0pT4' '2hGh5VOeeqimQFxqXvfCUf'],1959-01-01,0.346,0.82,6,-11.512,1,0.062,0.793,0.295,0.35,0.721,159.277,4,1959
3HGXXxuqMylt6NM9mdGPrH,Shine On Harvest Moon,5,129307,0,"['The Dave Brubeck Quartet', 'Jimmy Rushing']",['4iRZAbYvBqnxrbs6K25aJ7' '5oSx3uh0EaLA2xEywrMsCX'],1960,0.501,0.411,0,-12.17,0,0.116,0.639,0.0,0.085,0.713,206.921,4,1960
616PfdmzBADq6tuIND3b1o,Trouble in Mind - Single Version; Mono; Single Edit; 2017 Remaster,10,130933,0,['Nina Simone'],['7G1GBhoKtEPnP86X2PvEYO'],1960,0.284,0.372,9,-15.177,1,0.0369,0.646,0.000195,0.282,0.548,85.563,4,1960
4Q5U0lN5Q43vSFoxwmY2S1,You've Changed,7,168627,0,['Julie London'],['3qUMmh5biaB5hqpF4LqS3m'],1960-04-01,0.339,0.0681,6,-20.713,0,0.0504,0.906,1.36e-06,0.224,0.0904,82.383,3,1960
5kayTdKkKf5AIugubYtWCO,My Romance,10,193440,0,['Johnny Mathis'],['21LGsW7bziR4Ledx7WZ1Wf'],1960-08-15,0.156,0.339,4,-10.913,0,0.0347,0.91,0.000269,0.101,0.268,80.865,4,1960
64QwF5UjEs58BERa9mUfVT,"Nina's Blues - Live at the Newport Jazz Festival, Newport, RI, June 30, 1960",10,370267,0,['Nina Simone'],['7G1GBhoKtEPnP86X2PvEYO'],1960,0.412,0.385,5,-13.749,1,0.0304,0.745,0.94,0.249,0.47,136.016,4,1960
3As9xCHufSEVMFG0vtI4tm,Peace Brother,8,232267,0,['Dave Brubeck'],['3kUKwTJdH8FuWzF8p6Dg9E'],1960,0.58,0.0706,0,-24.625,1,0.0374,0.492,0.54,0.104,0.188,135.545,4,1960
2lJLigDIDmq8Sb81trc62d,Dorian Dance,9,205093,0,['Dave Brubeck'],['3kUKwTJdH8FuWzF8p6Dg9E'],1960,0.62,0.325,9,-15.889,0,0.052,0.323,0.288,0.109,0.626,136.554,4,1960
40Zb0DzofWdPdCZvRal6Ok,Sunny Road,3,177333,0,['B.B. King'],['5xLSa7l4IV1gsQfhAMvl0U'],1960-01-01,0.664,0.421,11,-8.88,1,0.0384,0.502,3.21e-05,0.338,0.536,109.916,4,1960
03rtg7AqTISsz1YLK6eZWS,"If I Were A Bell - Live at the Black Hawk, San Francisco, CA - April 21, 1961",6,763893,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1961-04-21,0.668,0.302,5,-15.969,1,0.0404,0.358,5.46e-06,0.401,0.812,126.853,4,1961
5nEY2ybrFqdlMALZTWm820,"Oleo - Live at the Black Hawk, San Francisco, CA - April 21, 1961",8,416267,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1961-04-21,0.399,0.446,0,-14.418,0,0.0673,0.685,0.366,0.162,0.937,159.176,4,1961
2NKRMfi1YgC02dk8c87qsY,It Was Written In The Stars,10,310787,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1961-01-01,0.33,0.209,10,-11.323,0,0.0294,0.886,0.0,0.103,0.111,70.863,4,1961
3xIMnOw5L60S2HGeckQxY2,"No Blues - Live at the Black Hawk, San Francisco, CA - April 21, 1961",7,1033893,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1961-04-21,0.628,0.355,0,-14.675,0,0.053,0.495,0.000116,0.36,0.737,95.084,4,1961
56qxzIXIpS3u0OR8gJQq9m,I'm Movin' On - Mono,2,133744,0,['Ray Charles'],['1eYhYunlNJlDoQhtYBvPsi'],1961,0.518,0.551,0,-8.754,0,0.0549,0.805,0.0,0.183,0.723,107.148,4,1961
2ywdJPMn4812E0OjkzpzLf,Invitation,9,214067,0,['Quincy Jones'],['3rxIQc9kWT6Ueg4BhnOwRK'],1962,0.447,0.353,5,-9.526,0,0.0365,0.778,0.825,0.288,0.454,119.026,4,1962
1si0aNOCPdyV4mFmfYGrFY,Blame It On My Youth,5,156573,0,['Julie London'],['3qUMmh5biaB5hqpF4LqS3m'],1962,0.205,0.277,7,-11.36,1,0.0407,0.852,9.17e-05,0.411,0.19,62.601,3,1962
1IBsH1eqOyM6nzaFK8VjAR,And That Reminds Me - Remastered,7,141547,0,['Julie London'],['3qUMmh5biaB5hqpF4LqS3m'],1962-01-01,0.492,0.157,10,-13.273,1,0.0357,0.905,0.0,0.0967,0.375,128.149,3,1962
3OChwD2ha1gNFVLCp4JUIR,Tell All The World About You,1,152867,0,"['Peggy Lee', 'Ron McMaster']",['602DnpaSXJB4b9DZrvxbDc' '4JQpzBKMvxrA6UqO4Z0if4'],1962-10-01,0.794,0.567,7,-8.961,1,0.0836,0.763,4.81e-06,0.132,0.876,135.276,4,1962
6QHIaEA2yfmlNpDxzFsyEx,I'll Be Around,7,177467,0,['Dinah Washington'],['32LHRiof0sa4taYew9i3Fa'],1962,0.186,0.146,7,-18.799,1,0.032,0.879,0.144,0.0806,0.19,170.828,5,1962
17udxnXUWqNo3mSVKCKUvg,"Baubles, Bangles And Beads",2,209027,0,"['Ray Brown And The All-Star Big Band', 'Cannonball Adderley']",['2n6W1MDnEwILljMlN5ff5b' '5v74mT11KGJqadf9sLw4dA'],1962-01-01,0.595,0.354,8,-12.858,1,0.0292,0.668,0.000932,0.0476,0.725,78.024,4,1962
56VpLJxxKuw3Ot82tjb7Vk,Warm All Over,8,168107,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1963,0.273,0.158,0,-13.855,1,0.0344,0.959,0.0,0.137,0.0974,88.871,4,1963
1StTAgOCC4Y065yg3UARcO,Latin Snowfall,7,152147,0,['Henry Mancini'],['2EExdpjU4SK3xnJHO5paJf'],1963-06-17,0.506,0.363,5,-16.748,1,0.0333,0.869,0.373,0.109,0.395,120.55,4,1963
46eUPxrdAbHWMw2hHALM9u,If Love Ain't There,5,190747,0,['Nat King Cole'],['7v4imS0moSyGdXyLgVTIV7'],1963-01-01,0.247,0.221,1,-13.586,1,0.0314,0.792,0.000121,0.119,0.136,66.748,4,1963
4d39JhBpWmE9IDWQEcS60V,Brazilia,3,1187627,0,['John Coltrane'],['2hGh5VOeeqimQFxqXvfCUf'],1963-01-22,0.261,0.564,2,-13.111,0,0.0448,0.546,4.55e-05,0.498,0.464,92.077,4,1963
5uIXCcCtK8rHfEw2kP9eSz,When Snowflakes Fall In the Summer,5,109947,0,['Julie London'],['3qUMmh5biaB5hqpF4LqS3m'],1963-11-01,0.203,0.259,0,-13.415,1,0.0293,0.929,0.000247,0.106,0.229,96.572,4,1963
2QZvUlUu3JUeAIVv28v41x,I'm Just Wild About Harry,12,168987,0,"['Duke Ellington', 'Jimmy Dorsey']",['4F7Q5NV6h5TSwCainz8S5A' '3xPpQCRiTBxgmL4PD8J5ek'],1963-01-23,0.853,0.458,2,-8.594,1,0.0455,0.969,0.917,0.094,0.914,115.16,4,1963
3GA74aKQaS35p4cCRYtnJJ,Dream (When You’re Feeling Blue),14,178400,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1964,0.367,0.231,5,-13.168,1,0.0324,0.969,5.87e-05,0.106,0.253,104.094,4,1964
4SwQ8m0PMgkmQND1pkV3CN,Summertime,13,359133,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1964,0.616,0.159,4,-22.777,0,0.048,0.544,0.328,0.0694,0.44,78.342,4,1964
7ycSOZLKj5tgVA7RRmE5CP,'Round Midnight - 1990 Remastered,13,242467,0,"['Sonny Rollins', 'Herbie Hancock']",['1VEzN9lxvG6KPR3QQGsebR' '2ZvrvbQNrHKwjT7qfGFFUW'],1964,0.415,0.0641,10,-22.264,0,0.0363,0.868,0.167,0.196,0.116,87.986,4,1964
21VsMCBq6C6jbCLFjmEhL0,Bidin' My Time,12,147600,0,['Nat King Cole'],['7v4imS0moSyGdXyLgVTIV7'],1964-01-01,0.363,0.29,1,-13.083,1,0.0335,0.624,0.0,0.119,0.357,101.313,4,1964
1YInQKelLvFnaLdAhtUUwQ,Day In - Day Out - 1987 Digital Remaster,10,145160,0,['Nat King Cole'],['7v4imS0moSyGdXyLgVTIV7'],1964-01-01,0.439,0.586,8,-9.125,1,0.0578,0.582,0.0,0.331,0.823,112.038,4,1964
1kFTArV6WwT4T2qZAxd8fu,When My Sugar Walks Down The Street,9,129533,0,['Nat King Cole'],['7v4imS0moSyGdXyLgVTIV7'],1964-01-01,0.505,0.356,5,-10.672,0,0.0382,0.537,0.0,0.626,0.709,116.22,4,1964
4yUoVANTsTSZUsBtsgdcck,"Daddy - Live At The Americana Hotel, New York, 1964",5,181920,0,['Julie London'],['3qUMmh5biaB5hqpF4LqS3m'],1964-01-01,0.488,0.55,5,-10.604,0,0.323,0.621,0.000102,0.849,0.547,116.941,4,1964
2Z9lA8co4CoKQCOfLAytCH,I'm Getting Sentimental over You - Live [It Club],7,747827,0,['Thelonious Monk'],['4PDpGtF16XpqvXxsrFwQnN'],1964,0.587,0.393,7,-14.079,0,0.0498,0.58,0.052,0.281,0.485,123.66,4,1964
1XGSxrAmNCG2sXfJrOdj9f,"Ann, Wonderful One",7,286680,0,['Chet Baker'],['3rxeQlsv0Sc2nyYaZ5W71T'],1964-01-01,0.51,0.0616,7,-20.23,1,0.0376,0.902,0.0287,0.1,0.147,117.697,4,1964
6dpad1CCP7Gh5FLzvZmRNF,Duke's Place,17,254000,0,"['Ella Fitzgerald', 'Duke Ellington']",['5V0MlUE1Bft0mbLlND7FJz' '4F7Q5NV6h5TSwCainz8S5A'],1965-11-09,0.577,0.41,10,-10.61,0,0.0381,0.548,0.0,0.282,0.608,79.647,4,1965
5W8t262hsc12arRlmPjtDB,Something To Live For,13,218093,0,"['Ella Fitzgerald', 'Duke Ellington']",['5V0MlUE1Bft0mbLlND7FJz' '4F7Q5NV6h5TSwCainz8S5A'],1965-11-09,0.195,0.135,5,-15.927,1,0.0369,0.938,1.02e-06,0.121,0.0645,80.702,4,1965
2Xxg7ykc17E70bfqtUqj7R,West Coast Blues - Live,8,258773,0,['Wes Montgomery'],['03YhcM6fxypfwckPCQV8pQ'],1965,0.502,0.624,3,-11.728,1,0.0606,0.871,0.0486,0.943,0.653,97.217,3,1965
4qsEcdnIuJNJgDT6PuyL0h,"Vai de Vez - Live At El Matador / San Francisco, CA / 1965",15,180920,0,['Sérgio Mendes'],['65c5si0ePAwkOCn4M35Ho7'],1965-01-01,0.62,0.253,0,-18.804,1,0.0527,0.821,0.771,0.683,0.517,126.833,4,1965
5wwTGzFl5igm6v32sg37D1,Time After Time,15,211600,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1966-01-01,0.556,0.127,0,-16.956,0,0.0353,0.831,0.0,0.375,0.353,108.148,4,1966
2hwF4cfdQJHaUJUZrUVOvo,All of Me - Live,10,252773,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1967-12-02,0.382,0.702,1,-10.434,1,0.609,0.761,0.000264,0.944,0.675,178.92,4,1967
4hIkFskdnjGMunCazPggBP,Bonita - 1966 Version,11,175200,0,['Antônio Carlos Jobim'],['3pO5VjZ4wOHCMBXOvbMISG'],1967,0.29,0.339,0,-17.977,1,0.0344,0.783,0.00563,0.228,0.583,82.055,4,1967
20Arth4iD9C2rPfntzzHcD,Song For My Father,19,289707,0,['George Benson'],['4N8BwYTEC6XqykGvXXlmfv'],1968-12-03,0.703,0.483,5,-10.352,0,0.031,0.832,0.887,0.14,0.53,118.834,4,1968
4ka0LiQ84FuSKpdKkMQOC2,Someday My Prince Will Come,21,368960,0,"['Bill Evans', 'BOB SCHWARZ']",['4jXfFzeP66Zy67HM2mvIIF' '06u9yYuuuZ0exLvF8XG61k'],1968,0.426,0.513,10,-20.104,1,0.0675,0.604,0.11,0.626,0.524,108.834,4,1968
5BPlv9bqpIZgiM7yMk24o2,This Is New,19,459707,0,['Chick Corea'],['5olDKSsFhhmwh8UCWwKtpq'],1968-04-20,0.532,0.369,6,-14.745,1,0.0402,0.594,0.014,0.144,0.436,101.416,4,1968
4QlS15pOKt5cym0W3bE3zB,Madness - Alternate Take,16,402360,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1968-03,0.452,0.339,6,-12.9,1,0.0395,0.274,0.00361,0.298,0.324,127.552,4,1968
49qHmdvRyG3hhSQyyg3Te8,In The Land Of Make Believe - Mono (original),21,150720,0,['Dusty Springfield'],['5zaXYwewAXedKNCff45U5l'],1969-03-31,0.51,0.181,7,-16.678,1,0.0314,0.749,0.0,0.07,0.415,110.572,4,1969
0ITMcSpAs4tjp4PZk0cRz8,Improvisation sur le 1er mvt concerto ré mineur,28,198800,0,['Django Reinhardt'],['5Z1XZyEFY0dewG8faEIiEx'],1970,0.549,0.339,2,-9.966,0,0.0586,0.958,0.336,0.0598,0.727,116.46,4,1970
5QB7gTagsKZMpzknZMC6m6,Re: Person I Knew (alternate),14,436867,0,['Bill Evans'],['4jXfFzeP66Zy67HM2mvIIF'],1971,0.329,0.335,5,-16.513,0,0.0325,0.896,0.798,0.106,0.29,88.301,4,1971
0fQhq5IqNFp3XQxyQp70mX,Toy Room,14,356093,0,['Chick Corea'],['5olDKSsFhhmwh8UCWwKtpq'],1971-01-01,0.425,0.346,2,-19.589,0,0.0378,0.865,0.577,0.105,0.447,109.475,4,1971
0UaYsJNADbA1DOShUGWZUs,"Climbing Higher Mountains - Live at New Temple Missionary Baptist Church, Los Angeles, January 13, 1972",20,181333,0,['Aretha Franklin'],['7nwUJBm0HE4ZxD3f5cy5ok'],1972,0.474,0.82,5,-7.435,1,0.307,0.445,0.91,0.742,0.7,127.863,4,1972
3hySZXi0XGXapzLpni0BUq,Same Old Same Old,31,163067,0,['Dr. John'],['320TrJub4arztwXRm7kqVO'],1973,0.767,0.353,5,-16.537,0,0.0383,0.537,0.00168,0.0837,0.893,105.285,4,1973
2ROC2lLnu7dB5xZNUYJxAY,Blue Moon,14,131200,0,['Tony Bennett'],['2lolQgalUvZDfp5vvVtTYV'],1973,0.499,0.0299,5,-26.974,0,0.0661,0.909,0.0121,0.156,0.31,89.947,4,1973
5S6V7NVt2t9aN7q30RnpRl,Naima,26,192400,0,"['Carlos Santana', 'John McLaughlin']",['7yGQgQiiKpg2k00JXf8hJk' '4v0R1feRiuCDch7aAheVhY'],1973-07-20,0.323,0.105,9,-23.767,0,0.0312,0.926,0.9,0.107,0.048,141.501,1,1973
5VO7DVgGvlWaqD4HAIsrpV,St. Louis Blues,10,272133,0,['Etta James'],['0iOVhN3tnSvgDbcg25JoJb'],1974,0.494,0.375,1,-9.999,1,0.0635,0.655,5.15e-05,0.532,0.489,75.468,4,1974
4MblsvvKKk8WcveeqCSK9H,Funk In Deep Freeze,19,367787,0,['Chet Baker'],['3rxeQlsv0Sc2nyYaZ5W71T'],1974,0.588,0.294,5,-18.319,0,0.0398,0.919,0.818,0.131,0.655,132.197,4,1974
0BulXVQ3xhhQygqjb2CJKk,Wave - Live,6,311907,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1975-01-01,0.649,0.372,2,-14.607,1,0.107,0.931,0.000112,0.746,0.637,111.25,4,1975
5pi06MYnwI6gQN3sdSh4mu,Pardon My Rags,7,165160,0,['Keith Jarrett'],['0F3Aew9DSd6fb6192K1K0Y'],1975,0.365,0.389,3,-15.723,1,0.0401,0.969,0.89,0.24,0.8,124.514,1,1975
7pxAXM0JdrkcOVfjicvUzU,Feelin' That Glow,24,347307,0,['Roberta Flack'],['0W498bDDNlJIrYMKXdpLHA'],1975,0.494,0.431,9,-13.331,1,0.0314,0.299,0.000137,0.0472,0.61,144.922,4,1975
