id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,year
44217Pw0Go5CUnLQ3O6ULv,Having Myself a Time - Take 2,10,152080,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.649,0.267,10,-15.199,1,0.0664,0.917,0.0,0.297,0.585,109.547,4,1933
44Ae4UTckz3vtTrqyKgmxZ,Pennies from Heaven (with Teddy Wilson & His Orchestra) - Take 2,11,192960,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.703,0.271,5,-13.578,1,0.057,0.929,0.000694,0.0777,0.627,109.92,4,1933
4M1dw6uMMmzaSCqsdQh11M,Our Love Is Different,11,192960,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.501,0.116,7,-11.909,1,0.0304,0.959,0.0,0.13,0.268,84.871,4,1933
4MszZA13tzods1eEUcABWW,Why Did I Always Depend On You?,11,151200,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.624,0.23,5,-11.728,1,0.0406,0.918,0.000329,0.22,0.399,111.746,4,1933
4pa8m60Bu5WBuClrEjGn0t,Let's Dream In the Moonlight (with Teddy Wilson & His Orchestra) - Take 1,10,174200,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.659,0.0983,5,-13.066,1,0.0431,0.947,2.26e-05,0.098,0.474,107.992,4,1933
5D4KRU5SA67Ihl8tFG17XG,St. Louis Blues (with Benny Carter & His All Star Orchestra) - Take 1,11,172800,0,"['Billie Holiday', 'Benny Carter & His All Star Orchestra']",['1YzCsTRb22dQkh9lghPIrp' '6beMc8gmIsmIpip6uZzxi8'],1933,0.632,0.18,9,-12.078,0,0.0391,0.969,0.000928,0.386,0.505,111.798,4,1933
5Y6ebbOZHgHz9SO60v0Sdu,I'm All for You - Take 1,10,188107,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.426,0.194,5,-12.208,1,0.0366,0.96,2.48e-05,0.33,0.206,78.375,4,1933
5cyXEv85b5jOScGxUSa4Xb,Without Your Love - Take 2,10,174080,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.8,0.127,5,-14.506,1,0.0543,0.887,0.000171,0.297,0.792,118.641,4,1933
5iLjjZzGPmp8C5R77ihVxX,They Say (with Teddy Wilson & His Orchestra) - Take 1,10,190467,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.562,0.237,5,-10.53,1,0.0599,0.944,2.57e-05,0.0807,0.551,113.994,4,1933
5ksCXjM7VW4zVEV10wGm3q,What Shall I Say? (with Teddy Wilson & His Orchestra),11,184000,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.79,0.167,8,-12.845,1,0.0842,0.802,0.0,0.132,0.745,115.674,4,1933
5nAW5yZMEpnntigFdDKloY,The Same Old Story - Take 2,10,189933,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.526,0.144,9,-13.75,0,0.0338,0.966,9.17e-06,0.413,0.391,85.942,4,1933
60rsH7NnQR215LIoRShCuS,You're Gonna See a Lot of Me (with Teddy Wilson & His Orchestra) - Take 1,11,177267,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.703,0.196,2,-10.582,0,0.0548,0.98,1.73e-05,0.0678,0.354,114.905,4,1933
650DhkZuWa9rX1FG5O1VQD,I Wish I Had You - Take 2,10,168800,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.638,0.146,10,-15.832,1,0.0463,0.974,1.06e-05,0.274,0.426,104.924,4,1933
6D4K1nKbweibCBSkHaHzW4,Practice Makes Perfect - Take 1,10,154960,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.667,0.27,5,-9.052,0,0.0373,0.897,0.000558,0.0844,0.663,76.454,4,1933
6HRRHvGvSP2emWv0EYFCcN,Jim (with Teddy Wilson & His Orchestra) - Take 2,10,184467,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.476,0.132,0,-12.906,0,0.0375,0.983,3.22e-06,0.107,0.428,83.565,4,1933
6W1IeC6udY2kbQRbYkgD9P,I Wish I Had You - Take 1,10,180960,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.554,0.132,10,-16.744,1,0.0477,0.946,2.95e-06,0.115,0.324,99.133,4,1933
6aijfjRTxkMZLplca8h6HC,"Hello, My Darling (with Teddy Wilson & His Orchestra) - Take 2",10,162107,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.739,0.15,7,-13.117,1,0.0391,0.97,0.00233,0.42,0.532,101.369,4,1933
6dlLHilqWyUsVq4vMGa1GO,On the Sentimental Side - Take 1,10,186613,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.648,0.132,5,-15.063,1,0.0426,0.911,0.0,0.268,0.494,90.773,4,1933
6iLYVtIBdEJjY8jwMSseX3,You're Gonna See a Lot of Me (with Teddy Wilson & His Orchestra) - Take 2,10,178693,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.728,0.153,2,-12.489,0,0.0488,0.966,3.33e-06,0.161,0.494,113.952,4,1933
6j6Y7Mn3lAFbbF5GDJbAd9,Forget If You Can - Take 2,11,167800,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.687,0.247,0,-12.785,1,0.0377,0.914,0.0,0.34,0.721,97.199,4,1933
6jKtiB08VsVCkp8utbZmPd,Some Other Spring,11,181067,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.596,0.151,5,-12.484,0,0.0335,0.912,0.0,0.104,0.214,84.635,4,1933
6lwIidVFkqrCykqM6uSmnL,Tell Me More-More-Then Some,11,187933,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.539,0.13,0,-12.667,0,0.042,0.988,1.77e-05,0.0952,0.29,78.889,4,1933
7b7WePmmz6faorXYbNcpBa,It's Easy to Blame the Weather (with Teddy Wilson & His Orchestra),11,178867,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.681,0.201,7,-14.562,0,0.0967,0.94,2.25e-05,0.084,0.894,140.175,3,1933
7cZm6bK7s7rhgD0epKK5gA,Let's Do It (with Eddie Heywood & His Orchestra) - Take 2,10,175893,0,"['Billie Holiday', 'Eddie Heywood']",['1YzCsTRb22dQkh9lghPIrp' '4Up5NIBDcGXsFk2lcsHaNG'],1933,0.543,0.182,5,-14.45,0,0.0537,0.983,0.000171,0.258,0.597,142.312,4,1933
7u8yPnPniIXAY9tzPjZ6UK,Having Myself a Time - Take 1,11,148573,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.665,0.268,10,-13.609,1,0.0908,0.952,0.000212,0.146,0.574,110.596,4,1933
05p7SUb63NNJ5Bjtzh0Kp7,I Can't Get Started - Take 2,9,168520,0,"['Billie Holiday', 'Count Basie']",['1YzCsTRb22dQkh9lghPIrp' '2jFZlvIea42ZvcCw4OeEdA'],1933,0.561,0.0647,4,-14.839,0,0.0484,0.984,1.88e-06,0.123,0.362,96.499,4,1933
0NthHbtNX266CQfHIAjaeN,Georgia On My Mind (with Eddie Heywood & His Orchestra) - Take 3,9,186093,0,"['Billie Holiday', 'Eddie Heywood']",['1YzCsTRb22dQkh9lghPIrp' '4Up5NIBDcGXsFk2lcsHaNG'],1933,0.569,0.0742,7,-15.584,0,0.0345,0.988,0.000149,0.528,0.264,86.027,4,1933
0TAhJ0nSwCvrKgSFeoJ7rD,Don't Know If I'm Comin' or Goin' - Take 2,9,165027,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.516,0.26,0,-9.554,0,0.0482,0.966,0.654,0.382,0.386,86.337,4,1933
0kZ4SJjuOrAy9ZJjxnzZe0,They Say (with Teddy Wilson & His Orchestra) - Take 2,9,183333,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.585,0.172,5,-12.835,1,0.0597,0.96,0.00333,0.0826,0.619,119.722,4,1933
0tmlMGrXertSH3BTJEQeIj,Loveless Love (with Benny Carter & His All Star Orchestra) - Take 2,8,195027,0,"['Billie Holiday', 'Benny Carter & His All Star Orchestra']",['1YzCsTRb22dQkh9lghPIrp' '6beMc8gmIsmIpip6uZzxi8'],1933,0.609,0.105,2,-15.246,0,0.0344,0.973,0.00511,0.116,0.616,108.679,4,1933
1F9IN369QxXfN2oTHMx5jj,My First Impression of You (with Teddy Wilson & His Orchestra) - Take 3,9,172893,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.61,0.215,0,-14.132,1,0.0443,0.895,1.36e-05,0.147,0.593,101.026,4,1933
1XN5xEgRwbV7to6UN0soYi,I Hear Music - Take 2,9,159360,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.6,0.306,5,-10.592,1,0.0601,0.911,0.000237,0.397,0.743,165.517,4,1933
1d00YOn7FkaaPs5XU6wDc9,I've Got a Date with a Dream - Take 2,8,166973,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.697,0.14,10,-14.259,1,0.0626,0.964,4.57e-06,0.093,0.521,97.704,4,1933
1e9cIp3KZSthxingUQwdds,Am I Blue? - Take 3,9,164773,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.357,0.0656,1,-11.747,1,0.0341,0.98,4.23e-05,0.141,0.29,78.208,1,1933
1saz83BrtqQyRcLDjvwUC7,Practice Makes Perfect - Take 2,9,155000,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.63,0.283,5,-9.173,0,0.041,0.92,0.00408,0.0712,0.575,76.251,4,1933
1uZcX5BE1f4kOFEpS08GTY,Romance In the Dark (with Eddie Heywood & His Orchestra) - Take 4,8,145733,0,"['Billie Holiday', 'Eddie Heywood']",['1YzCsTRb22dQkh9lghPIrp' '4Up5NIBDcGXsFk2lcsHaNG'],1933,0.542,0.208,7,-12.604,1,0.0384,0.949,5.95e-05,0.141,0.697,146.161,4,1933
2UXVcwNurNcokL0VWlw4oh,That's All I Ask of You - Alternate Take,9,178507,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.654,0.159,0,-13.883,1,0.0683,0.839,0.0,0.717,0.376,103.412,4,1933
2cBqu7xriBpt05UcBmHGym,Practice Makes Perfect - Take 3,8,162107,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.537,0.279,5,-9.014,0,0.0452,0.885,0.0013,0.0358,0.607,145.604,4,1933
2kpT4bQqFUpz9wyZuvFoDM,Mean to Me (with Teddy Wilson & His Orchestra) - Take 2,9,186000,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.686,0.184,9,-15.126,0,0.0404,0.987,0.24,0.229,0.565,109.739,4,1933
35nn5s1G1Z907Fn160a8BD,Romance In the Dark (with Eddie Heywood & His Orchestra) - Take 2,9,138667,0,"['Billie Holiday', 'Eddie Heywood']",['1YzCsTRb22dQkh9lghPIrp' '4Up5NIBDcGXsFk2lcsHaNG'],1933,0.629,0.211,7,-12.638,1,0.0459,0.916,0.0,0.182,0.632,154.878,4,1933
3E35xUprfp7t8g2xEZV4Am,It's a Sin to Tell a Lie (with Teddy Wilson & His Orchestra) - Take 2,8,188200,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.701,0.149,5,-11.724,1,0.0377,0.933,3.61e-06,0.115,0.526,71.823,3,1933
3XGlvKw1uaL9MT4hS3mo0N,Wherever You Are (with Teddy Wilson & His Orchestra) - Take 2,8,178560,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.576,0.179,7,-9.725,0,0.0327,0.952,0.0,0.325,0.492,77.65,3,1933
4Bbk5w27gBamE3HpTKMZFC,All of Me (with Eddie Heywood & His Orchestra) - Take 3,9,237173,0,"['Billie Holiday', 'Eddie Heywood']",['1YzCsTRb22dQkh9lghPIrp' '4Up5NIBDcGXsFk2lcsHaNG'],1933,0.506,0.0903,2,-14.551,0,0.0357,0.983,0.00028,0.487,0.435,110.037,4,1933
4F67H9pJUMGtBBxVYVaDxW,It's a Sin to Tell a Lie (with Teddy Wilson & His Orchestra) - Take 3,8,186893,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.639,0.131,5,-12.66,1,0.0489,0.945,1.14e-05,0.105,0.418,144.652,4,1933
4SifLTcBXRCPVOEBOVh3jx,All of Me (with Eddie Heywood & His Orchestra) - Take 2,9,179227,0,"['Billie Holiday', 'Eddie Heywood']",['1YzCsTRb22dQkh9lghPIrp' '4Up5NIBDcGXsFk2lcsHaNG'],1933,0.552,0.0985,5,-12.221,1,0.0374,0.974,0.0,0.119,0.435,107.67,3,1933
4h1Xr5PqvCV4D7R34tXtdp,Georgia On My Mind (with Eddie Heywood & His Orchestra) - Take 2,9,178707,0,"['Billie Holiday', 'Eddie Heywood']",['1YzCsTRb22dQkh9lghPIrp' '4Up5NIBDcGXsFk2lcsHaNG'],1933,0.464,0.0992,7,-14.498,0,0.034,0.99,0.00175,0.542,0.252,89.524,4,1933
51kCFKMz2V28HIoJQhyQMW,Romance In the Dark (with Eddie Heywood & His Orchestra) - Take 3,8,133933,0,"['Billie Holiday', 'Eddie Heywood']",['1YzCsTRb22dQkh9lghPIrp' '4Up5NIBDcGXsFk2lcsHaNG'],1933,0.547,0.256,7,-11.801,1,0.055,0.894,3.39e-06,0.174,0.755,160.514,4,1933
53K6ss6v6JiNfZcpkyZR3W,You're Too Lovely to Last - Take 2,9,181733,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.423,0.167,0,-11.086,0,0.034,0.943,5.76e-06,0.264,0.344,81.119,4,1933
53eOLA9ip56ukNAXxjckNj,Mandy Is Two (with Teddy Wilson & His Orchestra) - Take 2,8,178600,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.514,0.0995,7,-11.363,0,0.0325,0.963,0.0,0.109,0.362,71.188,3,1933
5EI8JJURZSoL9wCjKnOjSZ,Practice Makes Perfect - Take 4,8,164133,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.548,0.308,8,-8.523,1,0.0426,0.877,0.00273,0.0598,0.616,145.748,4,1933
5FGJfT9bU644fPLBS7T5gw,God Bless the Child - Take 3,8,152133,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.452,0.132,7,-10.628,0,0.0342,0.975,0.0,0.217,0.241,78.102,4,1933
5ryqst4Ng1EPnqTvgVHdSJ,Until the Real Thing Comes Along (with Teddy Wilson & His Orchestra) - Take 2,9,197893,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.524,0.0325,0,-13.361,1,0.0352,0.981,1.48e-05,0.0989,0.387,134.889,4,1933
5uSc8KZLBcsA5KLCcCotkQ,I Cried for You (with Benny Goodman & His Orchestra),9,149507,0,"['Billie Holiday', 'Benny Goodman']",['1YzCsTRb22dQkh9lghPIrp' '1pBuKaLHJlIlqYxQQaflve'],1933,0.582,0.33,5,-11.573,1,0.0385,0.979,0.0,0.174,0.695,73.012,4,1933
6APizAsWiVr534M6zNWHWW,I'm All for You - Take 2,9,207467,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.47,0.215,5,-10.214,1,0.0409,0.97,0.00013,0.37,0.246,79.219,4,1933
6lbZqrKBguf8lUTTz3mSlK,Do Nothing 'Til You Hear from Me / I 'll Get By (with The All-Star Jam Band),9,298093,0,"['Billie Holiday', 'The All Star Jam Band']",['1YzCsTRb22dQkh9lghPIrp' '1MwnE5AahebMdEiQu7Pwil'],1933,0.45,0.164,1,-12.649,1,0.112,0.973,3.71e-06,0.951,0.462,180.327,4,1933
6rAbTd0TsaMdaP18bUj0f8,Laughing at Life - Take 2,9,174093,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.522,0.332,6,-10.607,0,0.0535,0.901,0.0,0.305,0.713,181.593,4,1933
6w5VxhU7Yxs3okp6OSjEdb,More Than You Know (with Teddy Wilson & His Orchestra) - Take 2,9,183907,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.682,0.158,7,-11.946,1,0.0423,0.901,2.42e-06,0.0817,0.512,99.69,4,1933
7E1KTik2p9zX8HzawrnOq8,I'll Get By (As Long As I Have You) (with Teddy Wilson & His Orchestra) - Take 2,9,186400,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1933,0.732,0.202,5,-13.787,1,0.0395,0.987,0.827,0.079,0.503,118.453,4,1933
7hvPiAC3xAUXcG2tqQLyAW,The Same Old Story - Take 3,9,189667,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1933,0.581,0.11,9,-16.086,0,0.0382,0.953,4.22e-06,0.401,0.44,86.414,4,1933
0Y4XuSc5sdrH14rFyaFJaK,St. Louis Blues,12,160470,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1934-01-01,0.697,0.404,7,-10.104,1,0.378,0.991,0.723,0.748,0.961,127.859,4,1934
7Dq901ZJYfVHWZG82B6xCC,On The Sunny Side Of The Street,9,176364,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1934-01-01,0.588,0.132,0,-11.077,1,0.0702,0.993,0.00489,0.498,0.515,97.745,3,1934
1lsPoBeNyRkAsx26RwQ4Xn,Jeepers Creepers (with Benny Goodman & His Orchestra),5,181573,0,"['Billie Holiday', 'Benny Goodman']",['1YzCsTRb22dQkh9lghPIrp' '1pBuKaLHJlIlqYxQQaflve'],1934,0.731,0.447,5,-10.282,1,0.14,0.973,0.0,0.363,0.925,104.298,4,1934
4vF9qufYzGf0fEVx8II8az,"Santa Claus Came in the Spring (From ""Beat the Band"")",7,189067,0,['Benny Goodman'],['1pBuKaLHJlIlqYxQQaflve'],1934,0.561,0.21,7,-13.623,0,0.0537,0.973,0.0366,0.104,0.685,149.326,4,1934
0njY04Jo8CrqSBptzxSo1S,"Sometimes I'm Happy (from ""Hit the Deck"")",1,221573,0,['Benny Goodman'],['1pBuKaLHJlIlqYxQQaflve'],1934,0.653,0.183,8,-12.441,1,0.0339,0.952,0.791,0.157,0.71,129.754,4,1934
0sg8zFrCzObI6AtfEzhvEu,"Hello, My Darling (with Teddy Wilson & His Orchestra) - Take 2",3,162107,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1934,0.739,0.15,7,-13.117,1,0.0391,0.97,0.00233,0.42,0.532,101.369,4,1934
0zvnDRyg1LLnMU4zaoXJqz,Falling In Love Again - Take 2,3,166600,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.6,0.128,8,-13.619,1,0.0603,0.96,5.44e-05,0.168,0.5,129.235,4,1934
1LJVsmwzIC2vxffCkJiIGF,I Hear Music - Take 2,3,159360,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.6,0.306,5,-10.592,1,0.0601,0.911,0.000237,0.397,0.743,165.517,4,1934
1gQK2knIi0R2uLbRrNWii0,Practice Makes Perfect - Take 3,2,162107,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.537,0.279,5,-9.014,0,0.0452,0.885,0.0013,0.0358,0.607,145.604,4,1934
20uGXvQblrwLzNFA3ko8c9,More Than You Know (with Teddy Wilson & His Orchestra) - Take 2,4,183907,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1934,0.682,0.158,7,-11.946,1,0.0423,0.901,2.42e-06,0.0817,0.512,99.69,4,1934
2MH2yQOuudHLRkX7UJ2BCJ,Practice Makes Perfect - Take 2,3,155000,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.63,0.283,5,-9.173,0,0.041,0.92,0.00408,0.0712,0.575,76.251,4,1934
2VP86sIVvK9j0D95Q34b04,Under a Blue Jungle Moon - Take 2,3,182827,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.49,0.158,1,-14.713,1,0.054,0.98,0.00023,0.122,0.276,88.087,3,1934
2h7OSfDgRrb6A7ngcMDpsH,April In My Heart (with Teddy Wilson & His Orchestra) - Take 2,4,191960,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1934,0.59,0.248,0,-11.667,1,0.0548,0.875,0.000194,0.149,0.64,103.43,4,1934
3UyQdCIFvm3lBUk2GLURK9,You're Too Lovely to Last - Take 2,3,181733,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.423,0.167,0,-11.086,0,0.034,0.943,5.76e-06,0.264,0.344,81.119,4,1934
3ka6UxN8sLnrW5e26ZZmRT,I'm All for You - Take 2,3,207467,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.47,0.215,5,-10.214,1,0.0409,0.97,0.00013,0.37,0.246,79.219,4,1934
3rNNBBc8aCBLo9gvifZPt3,They Say (with Teddy Wilson & His Orchestra) - Take 2,3,183333,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1934,0.585,0.172,5,-12.835,1,0.0597,0.96,0.00333,0.0826,0.619,119.722,4,1934
3txg5deOKoQlNhKnLjmt6b,You're so Desirable (with Teddy Wilson & His Orchestra) - Take 2,4,173627,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1934,0.742,0.107,9,-12.924,0,0.0386,0.967,7.29e-06,0.112,0.592,105.929,4,1934
4TsWxY9h3rJPt2qm0Ny0BC,Practice Makes Perfect - Take 4,2,164133,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.548,0.308,8,-8.523,1,0.0426,0.877,0.00273,0.0598,0.616,145.748,4,1934
4hKKFfFOYMvJUAffz1ATZA,That's All I Ask of You - Alternate Take,4,178507,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.654,0.159,0,-13.883,1,0.0683,0.839,0.0,0.717,0.376,103.412,4,1934
5YF8Txczos2jYR2zh8p86t,The Same Old Story - Take 2,3,189933,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.526,0.144,9,-13.75,0,0.0338,0.966,9.17e-06,0.413,0.391,85.942,4,1934
68l4RTNtJ3BYW5ZK1rpHQz,The Same Old Story - Take 3,2,189667,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.581,0.11,9,-16.086,0,0.0382,0.953,4.22e-06,0.401,0.44,86.414,4,1934
6IZm3pIbX4bFNpspZmyHM2,I Cried for You (with Benny Goodman & His Orchestra),3,149507,0,"['Billie Holiday', 'Benny Goodman']",['1YzCsTRb22dQkh9lghPIrp' '1pBuKaLHJlIlqYxQQaflve'],1934,0.582,0.33,5,-11.573,1,0.0385,0.979,0.0,0.174,0.695,73.012,4,1934
6SThM2OLHggSH62gXGXHGf,Jingle Bells,2,153827,0,"['Benny Goodman', 'Bunny Berigan']",['1pBuKaLHJlIlqYxQQaflve' '5mzFDFweHwx7BZFmMtdll7'],1934,0.612,0.3,5,-13.226,1,0.079,0.905,0.924,0.0451,0.96,197.791,4,1934
7ETNjuS6jQoF8nnPXL3zRj,You're Gonna See a Lot of Me (with Teddy Wilson & His Orchestra) - Take 2,3,178693,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1934,0.728,0.153,2,-12.489,0,0.0488,0.966,3.33e-06,0.161,0.494,113.952,4,1934
7gpHfI6nj0k2dY5qVHCs4I,Laughing at Life - Take 2,3,174093,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.522,0.332,6,-10.607,0,0.0535,0.901,0.0,0.305,0.713,181.593,4,1934
7t8z32FpcO4UaOGnaz7zLx,Let's Dream In the Moonlight (with Teddy Wilson & His Orchestra) - Take 1,4,174200,0,"['Billie Holiday', 'Teddy Wilson']",['1YzCsTRb22dQkh9lghPIrp' '0tg5uVI4VjzZOFzBryJZii'],1934,0.659,0.0983,5,-13.066,1,0.0431,0.947,2.26e-05,0.098,0.474,107.992,4,1934
7wWFyiCNQ9QNy9qDm5Gedx,Night and Day - Take 2,4,182173,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1934,0.469,0.142,8,-15.037,1,0.0349,0.979,7.37e-06,0.244,0.349,94.325,4,1934
0HFqUkRuP4G49GpwqWICVv,Doin' The Jive,36,180827,0,['Glenn Miller'],['2aAHdB5HweT3mFcRzm0swc'],1935,0.617,0.154,5,-23.122,0,0.341,0.938,5.76e-05,0.172,0.903,184.826,4,1935
4qOLgJuKH0kzZlaaNnj2gE,Sleepy Time Gal,34,157867,0,['Glenn Miller'],['2aAHdB5HweT3mFcRzm0swc'],1935,0.605,0.0247,11,-23.28,0,0.0361,0.982,0.859,0.16,0.502,110.286,4,1935
22dQ0Z2JZYbDbtrSz2EEa6,Truck Stop,27,151190,0,['The Ink Spots'],['5bOsFzuJ6QZMr86ezC4oXY'],1935-05-29,0.66,0.585,5,-9.029,1,0.0269,0.716,5.17e-06,0.284,0.946,131.799,3,1935
67XoJAYakfabmWrYog5bEN,A Lovely Way to Spend an Evening,25,194353,0,['The Ink Spots'],['5bOsFzuJ6QZMr86ezC4oXY'],1935-05-29,0.587,0.0573,5,-19.885,1,0.0421,0.988,0.016,0.11,0.34,89.08,4,1935
5M5Vey9kQdfEl0gzcb8GyO,I Don't Want to Set the World on Fire,25,184521,0,['The Ink Spots'],['5bOsFzuJ6QZMr86ezC4oXY'],1935-05-29,0.564,0.0512,5,-17.81,1,0.0679,0.988,0.00113,0.228,0.313,84.867,4,1935
